TimeStartup,QuatX,QuatY,QuatZ,QuatS,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,MagX,MagY,MagZ,Temperature,Pressure
270762506000,+0.9483314,-3.17195E-001,-3.13461E-003,+6.74460E-003,-00.000586,+00.000313,+00.000305,+00.0011,-00.1327,+10.1129,+0.115,-0.079,-0.811,+025.46,+100.41
270763757000,+0.9483314,-3.17195E-001,-3.13461E-003,+6.74460E-003,-00.000491,-00.000074,-00.000053,+00.0017,-00.1354,+10.1190,+0.115,-0.079,-0.811,+025.46,+100.40
270765006000,+0.9483318,-3.17193E-001,-3.13703E-003,+6.74471E-003,-00.000349,-00.000901,-00.000484,+00.0237,-00.1454,+10.1090,+0.114,-0.076,-0.810,+025.46,+100.40
270766257000,+0.9483318,-3.17193E-001,-3.13703E-003,+6.74471E-003,+00.000009,-00.001111,-00.000704,+00.0328,-00.1504,+10.0925,+0.114,-0.076,-0.810,+025.46,+100.40
270767507000,+0.9483302,-3.17198E-001,-3.13721E-003,+6.74296E-003,+00.000286,-00.000710,-00.000257,+00.0332,-00.1497,+10.0801,+0.114,-0.076,-0.810,+025.47,+100.40
270768757000,+0.9483302,-3.17198E-001,-3.13721E-003,+6.74296E-003,+00.000180,-00.000620,+00.000259,+00.0308,-00.1497,+10.0786,+0.111,-0.075,-0.810,+025.47,+100.40
270770006000,+0.9483301,-3.17198E-001,-3.13880E-003,+6.74212E-003,+00.000539,-00.000632,+00.000527,+00.0128,-00.1460,+10.0867,+0.111,-0.075,-0.810,+025.48,+100.40
270771257000,+0.9483301,-3.17198E-001,-3.13880E-003,+6.74212E-003,+00.000881,-00.000478,+00.000023,+00.0022,-00.1416,+10.1052,+0.111,-0.075,-0.810,+025.48,+100.40
270772507000,+0.9483294,-3.17200E-001,-3.13689E-003,+6.73948E-003,+00.001197,-00.000525,-00.000519,-00.0018,-00.1493,+10.1353,+0.111,-0.075,-0.810,+025.47,+100.40
270773756000,+0.9483294,-3.17200E-001,-3.13689E-003,+6.73948E-003,+00.001194,+00.000160,-00.000581,-00.0022,-00.1546,+10.1477,+0.112,-0.068,-0.804,+025.47,+100.40
270775007000,+0.9483295,-3.17200E-001,-3.13582E-003,+6.74090E-003,+00.000674,+00.000775,-00.000779,-00.0061,-00.1674,+10.1405,+0.112,-0.068,-0.804,+025.46,+100.40
270776257000,+0.9483295,-3.17200E-001,-3.13582E-003,+6.74090E-003,+00.000079,+00.000565,-00.000236,-00.0003,-00.1799,+10.1269,+0.112,-0.068,-0.804,+025.46,+100.40
270777506000,+0.9483322,-3.17192E-001,-3.13496E-003,+6.74451E-003,-00.000713,+00.000103,-00.000367,-00.0004,-00.1765,+10.1099,+0.111,-0.074,-0.817,+025.46,+100.40
270778756000,+0.9483322,-3.17192E-001,-3.13496E-003,+6.74451E-003,-00.000540,-00.000841,-00.001017,+00.0077,-00.1665,+10.1112,+0.111,-0.074,-0.817,+025.46,+100.40
270780007000,+0.9483326,-3.17191E-001,-3.13747E-003,+6.74273E-003,+00.000046,-00.001659,-00.000720,+00.0173,-00.1559,+10.1180,+0.111,-0.074,-0.817,+025.46,+100.38
270781257000,+0.9483326,-3.17191E-001,-3.13747E-003,+6.74273E-003,+00.000059,-00.001444,-00.000602,+00.0183,-00.1551,+10.1218,+0.112,-0.073,-0.809,+025.46,+100.38
270782506000,+0.9483349,-3.17184E-001,-3.13609E-003,+6.74383E-003,+00.000467,-00.000516,-00.000254,+00.0172,-00.1487,+10.1239,+0.112,-0.073,-0.809,+025.46,+100.38
270783756000,+0.9483349,-3.17184E-001,-3.13609E-003,+6.74383E-003,+00.000865,+00.000015,+00.000671,+00.0132,-00.1445,+10.1188,+0.112,-0.073,-0.809,+025.46,+100.40
270785007000,+0.9483343,-3.17186E-001,-3.13654E-003,+6.74288E-003,+00.000415,+00.000358,+00.001085,+00.0129,-00.1393,+10.1264,+0.112,-0.073,-0.809,+025.46,+100.40
270786256000,+0.9483343,-3.17186E-001,-3.13654E-003,+6.74288E-003,+00.000362,+00.000251,+00.000886,+00.0096,-00.1253,+10.1280,+0.109,-0.065,-0.809,+025.46,+100.40
270787507000,+0.9483345,-3.17185E-001,-3.13556E-003,+6.74170E-003,+00.000379,-00.000636,+00.000965,+00.0047,-00.1197,+10.1265,+0.109,-0.065,-0.809,+025.46,+100.41
270788757000,+0.9483345,-3.17185E-001,-3.13556E-003,+6.74170E-003,+00.000290,-00.000625,+00.000727,+00.0036,-00.1193,+10.1300,+0.109,-0.065,-0.809,+025.46,+100.41
270790007000,+0.9483341,-3.17187E-001,-3.13511E-003,+6.73972E-003,+00.000809,-00.000082,+00.000466,+00.0039,-00.1214,+10.1274,+0.112,-0.076,-0.809,+025.46,+100.41
270791257000,+0.9483341,-3.17187E-001,-3.13511E-003,+6.73972E-003,+00.001126,+00.000069,+00.000439,+00.0165,-00.1261,+10.1294,+0.112,-0.076,-0.809,+025.46,+100.41
270792507000,+0.9483346,-3.17185E-001,-3.13216E-003,+6.73582E-003,+00.000967,+00.000139,-00.000109,+00.0321,-00.1308,+10.1295,+0.112,-0.076,-0.809,+025.46,+100.41
270793756000,+0.9483346,-3.17185E-001,-3.13216E-003,+6.73582E-003,+00.000432,-00.000070,-00.001122,+00.0396,-00.1387,+10.1128,+0.112,-0.076,-0.809,+025.46,+100.41
270795007000,+0.9483354,-3.17183E-001,-3.13270E-003,+6.73677E-003,-00.000195,-00.000193,-00.001413,+00.0457,-00.1377,+10.1075,+0.115,-0.073,-0.808,+025.46,+100.41
270796257000,+0.9483354,-3.17183E-001,-3.13270E-003,+6.73677E-003,-00.000435,+00.000258,-00.001009,+00.0392,-00.1397,+10.1219,+0.115,-0.073,-0.808,+025.46,+100.40
270797506000,+0.9483361,-3.17181E-001,-3.13410E-003,+6.73449E-003,-00.000410,+00.000753,-00.000591,+00.0239,-00.1438,+10.1201,+0.115,-0.073,-0.808,+025.46,+100.40
270798756000,+0.9483361,-3.17181E-001,-3.13410E-003,+6.73449E-003,-00.000039,+00.000701,-00.000429,+00.0144,-00.1436,+10.1170,+0.116,-0.074,-0.810,+025.46,+100.40
270800007000,+0.9483373,-3.17177E-001,-3.13460E-003,+6.73472E-003,-00.000133,+00.000678,-00.001120,+00.0077,-00.1486,+10.1150,+0.116,-0.074,-0.810,+025.46,+100.41
270801257000,+0.9483373,-3.17177E-001,-3.13460E-003,+6.73472E-003,-00.000556,+00.000501,-00.001360,+00.0106,-00.1495,+10.1136,+0.116,-0.074,-0.810,+025.46,+100.41
270802506000,+0.948338,-3.17175E-001,-3.13328E-003,+6.73668E-003,-00.000765,+00.000041,-00.001128,+00.0215,-00.1486,+10.1294,+0.111,-0.075,-0.810,+025.46,+100.41
270803756000,+0.948338,-3.17175E-001,-3.13328E-003,+6.73668E-003,-00.000737,-00.000376,-00.000962,+00.0250,-00.1458,+10.1572,+0.111,-0.075,-0.810,+025.46,+100.41
270805007000,+0.9483385,-3.17173E-001,-3.13506E-003,+6.73409E-003,+00.000141,-00.000803,-00.000340,+00.0233,-00.1420,+10.1699,+0.111,-0.075,-0.810,+025.46,+100.41
270806257000,+0.9483385,-3.17173E-001,-3.13506E-003,+6.73409E-003,+00.000526,-00.001241,-00.000610,+00.0220,-00.1419,+10.1411,+0.111,-0.075,-0.810,+025.46,+100.41
270807506000,+0.9483372,-3.17177E-001,-3.13640E-003,+6.73451E-003,-00.000057,-00.001069,-00.000856,+00.0218,-00.1392,+10.1214,+0.114,-0.072,-0.811,+025.46,+100.40
