Yaw,Pitch,Roll,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
+076.832,+000.110,+179.333,+0.157,+0.611,-0.783,+00.0360,-00.1010,+10.0750,-00.000842,+00.000048,+00.000669
+076.831,+000.109,+179.333,+0.158,+0.608,-0.783,+00.0320,-00.1000,+10.0460,+00.000000,+00.000769,+00.000372
+076.831,+000.108,+179.333,+0.156,+0.609,-0.784,+00.0150,-00.1260,+10.0440,-00.000438,+00.000924,+00.000540
+076.830,+000.109,+179.334,+0.158,+0.608,-0.790,+00.0310,-00.1150,+10.0650,+00.000610,-00.000425,+00.000600
+076.829,+000.110,+179.334,+0.157,+0.605,-0.783,+00.0220,-00.1270,+10.0530,+00.000218,+00.000499,+00.002503
+076.829,+000.111,+179.335,+0.159,+0.608,-0.784,+00.0310,-00.0920,+10.0620,-00.000038,+00.000060,-00.002078
+076.828,+000.111,+179.335,+0.157,+0.611,-0.784,+00.0180,-00.1040,+10.0630,+00.000387,+00.000250,-00.000297
+076.828,+000.110,+179.336,+0.157,+0.617,-0.786,-00.0050,-00.0950,+10.0820,+00.001070,-00.000910,+00.001306
+076.827,+000.109,+179.337,+0.159,+0.607,-0.785,+00.0350,-00.1270,+10.0420,+00.000369,-00.001300,+00.000695
+076.826,+000.110,+179.338,+0.158,+0.610,-0.788,-00.0050,-00.1190,+10.0660,+00.000343,-00.000011,+00.000826
+076.825,+000.110,+179.337,+0.158,+0.606,-0.785,+00.0220,-00.1200,+10.0730,+00.000172,-00.001458,+00.000092
+076.824,+000.110,+179.336,+0.159,+0.610,-0.783,+00.0140,-00.1170,+10.0640,+00.000105,+00.000582,+00.000298
+076.824,+000.109,+179.337,+0.159,+0.607,-0.785,+00.0170,-00.1440,+10.0730,+00.000962,+00.001488,+00.000167
+076.823,+000.109,+179.337,+0.159,+0.607,-0.780,+00.0140,-00.1020,+10.0390,+00.000517,+00.000567,+00.000922
+076.823,+000.108,+179.337,+0.156,+0.607,-0.781,+00.0170,-00.1210,+10.0920,+00.001378,+00.000837,-00.000340
+076.822,+000.108,+179.339,+0.157,+0.614,-0.787,-00.0020,-00.1060,+10.0230,+00.001671,+00.000612,-00.000321
+076.822,+000.108,+179.339,+0.158,+0.608,-0.783,+00.0040,-00.0830,+10.0460,+00.000458,-00.000621,-00.000378
+076.822,+000.108,+179.340,+0.158,+0.612,-0.786,+00.0330,-00.1080,+10.0460,+00.000063,-00.000741,+00.001070
+076.822,+000.108,+179.339,+0.158,+0.612,-0.788,+00.0050,-00.1340,+10.0500,+00.000309,-00.000231,-00.000583
+076.821,+000.108,+179.339,+0.158,+0.607,-0.778,+00.0170,-00.1110,+10.0560,-00.000664,+00.000002,+00.000005
+076.821,+000.106,+179.340,+0.157,+0.608,-0.787,+00.0210,-00.1140,+10.0730,-00.000707,-00.000605,-00.000009
+076.820,+000.107,+179.340,+0.157,+0.605,-0.788,+00.0100,-00.1360,+10.0480,+00.000588,-00.000231,-00.000141
+076.820,+000.107,+179.339,+0.156,+0.607,-0.790,+00.0120,-00.1360,+10.0760,-00.000636,+00.000813,-00.001000
+076.820,+000.107,+179.339,+0.157,+0.606,-0.781,+00.0190,-00.1060,+10.0530,-00.000075,+00.000518,+00.001450
+076.819,+000.107,+179.339,+0.160,+0.620,-0.785,+00.0130,-00.1400,+10.0430,-00.000839,-00.000427,+00.001220
+076.818,+000.106,+179.337,+0.159,+0.608,-0.784,+00.0290,-00.0900,+10.0710,+00.000227,+00.000688,+00.000442
+076.817,+000.107,+179.338,+0.158,+0.607,-0.785,+00.0270,-00.1230,+10.0580,+00.000121,+00.000108,+00.000578
+076.818,+000.107,+179.339,+0.158,+0.613,-0.787,+00.0260,-00.1300,+10.0670,+00.001060,+00.001594,-00.001650
+076.817,+000.107,+179.340,+0.161,+0.611,-0.781,+00.0300,-00.1330,+10.0470,+00.000843,+00.000122,+00.000236
+076.817,+000.108,+179.340,+0.159,+0.610,-0.784,+00.0030,-00.1110,+10.0700,+00.000355,-00.000734,+00.000791
+076.817,+000.109,+179.340,+0.158,+0.607,-0.781,+00.0260,-00.1310,+10.0620,-00.000905,-00.000006,-00.000501
+076.817,+000.109,+179.340,+0.158,+0.607,-0.784,+00.0280,-00.1110,+10.0530,-00.001385,+00.001289,+00.000380
+076.816,+000.109,+179.340,+0.158,+0.610,-0.788,+00.0100,-00.0890,+10.0420,+00.000523,+00.000106,+00.001356
+076.815,+000.109,+179.341,+0.157,+0.613,-0.783,+00.0110,-00.1180,+10.0600,+00.001157,+00.000171,+00.000590
+076.814,+000.108,+179.341,+0.157,+0.610,-0.787,+00.0190,-00.1210,+10.0430,-00.000352,-00.000185,-00.000186
+076.814,+000.108,+179.340,+0.154,+0.609,-0.783,+00.0120,-00.1040,+10.0610,+00.001465,-00.000730,-00.000659
+076.812,+000.107,+179.340,+0.161,+0.612,-0.780,+00.0100,-00.1010,+10.0610,+00.000215,+00.000710,+00.001133
+076.812,+000.106,+179.340,+0.159,+0.610,-0.787,+00.0260,-00.0950,+10.0260,-00.000885,+00.000676,+00.001140
+076.811,+000.105,+179.340,+0.158,+0.606,-0.778,+00.0130,-00.1200,+10.0770,+00.000046,-00.000325,+00.001227
+076.811,+000.105,+179.340,+0.158,+0.606,-0.787,+00.0150,-00.1340,+10.0550,+00.000919,-00.000070,+00.000231
+076.810,+000.105,+179.341,+0.157,+0.611,-0.788,+00.0220,-00.1220,+10.0410,+00.001255,-00.001398,+00.000462
+076.810,+000.106,+179.341,+0.160,+0.611,-0.791,+00.0430,-00.1160,+10.0450,-00.000679,+00.001092,-00.000449
+076.809,+000.107,+179.341,+0.156,+0.613,-0.789,+00.0020,-00.1190,+10.0600,-00.000078,+00.000002,+00.000235
+076.808,+000.107,+179.341,+0.159,+0.611,-0.787,+00.0130,-00.1130,+10.0640,+00.000046,-00.000938,+00.000528
+076.807,+000.108,+179.342,+0.157,+0.607,-0.781,+00.0360,-00.1080,+10.0960,-00.000109,-00.001049,+00.000741
+076.806,+000.107,+179.343,+0.158,+0.607,-0.785,+00.0300,-00.1000,+10.0610,-00.000962,+00.000087,+00.000708
+076.806,+000.107,+179.342,+0.159,+0.612,-0.783,+00.0160,-00.1040,+10.0620,-00.000233,+00.000002,+00.000223
+076.805,+000.108,+179.342,+0.158,+0.608,-0.780,+00.0290,-00.1300,+10.0850,+00.000708,+00.000108,+00.001317
+076.805,+000.110,+179.341,+0.158,+0.610,-0.786,+00.0100,-00.1280,+10.0450,-00.000123,-00.000274,-00.000416
+076.804,+000.111,+179.341,+0.160,+0.615,-0.787,+00.0100,-00.1010,+10.0150,+00.000492,-00.000413,-00.000098
+076.804,+000.111,+179.341,+0.159,+0.610,-0.784,+00.0270,-00.1310,+10.0440,+00.000596,+00.001616,-00.000939
+076.804,+000.112,+179.342,+0.157,+0.610,-0.787,+00.0290,-00.1190,+10.0810,+00.000092,-00.000760,+00.000718
+076.803,+000.112,+179.342,+0.159,+0.611,-0.790,+00.0100,-00.1000,+10.0450,+00.000019,+00.000714,+00.002195
+076.802,+000.111,+179.342,+0.158,+0.614,-0.780,+00.0360,-00.1230,+10.0430,-00.000512,-00.000167,-00.000999
+076.802,+000.111,+179.342,+0.156,+0.607,-0.787,+00.0020,-00.1040,+10.0600,+00.000494,+00.000274,+00.000476
+076.802,+000.111,+179.341,+0.157,+0.607,-0.781,-00.0020,-00.1180,+10.0520,-00.000086,-00.000346,+00.000057
+076.801,+000.110,+179.342,+0.158,+0.612,-0.784,+00.0120,-00.1120,+10.0700,-00.000211,+00.001037,+00.000117
+076.800,+000.110,+179.343,+0.157,+0.606,-0.791,+00.0220,-00.1200,+10.0480,+00.000738,-00.000971,+00.000216
+076.800,+000.111,+179.343,+0.157,+0.608,-0.787,+00.0150,-00.1200,+10.0430,+00.001203,-00.001303,+00.000263
+076.799,+000.110,+179.344,+0.159,+0.615,-0.786,+00.0190,-00.1200,+10.0630,+00.000244,+00.000087,+00.000039
+076.799,+000.110,+179.343,+0.158,+0.608,-0.783,+00.0120,-00.1220,+10.0460,-00.000009,+00.000012,-00.001026
+076.799,+000.110,+179.343,+0.159,+0.608,-0.787,+00.0190,-00.1240,+10.0340,-00.000613,-00.000547,+00.001371
+076.798,+000.110,+179.343,+0.157,+0.605,-0.788,+00.0280,-00.1110,+10.0470,+00.000140,-00.000533,+00.000194
+076.797,+000.111,+179.342,+0.159,+0.607,-0.784,+00.0200,-00.1190,+10.0160,+00.000218,+00.000056,+00.000717
+076.797,+000.111,+179.343,+0.158,+0.610,-0.783,+00.0230,-00.0930,+10.0620,+00.001164,-00.000817,-00.000655
+076.797,+000.111,+179.343,+0.159,+0.610,-0.783,+00.0080,-00.1090,+10.0670,-00.000350,-00.000393,+00.000879
+076.796,+000.111,+179.343,+0.158,+0.612,-0.787,+00.0060,-00.1170,+10.0260,-00.000270,-00.000488,+00.001135
+076.796,+000.111,+179.344,+0.158,+0.612,-0.784,+00.0310,-00.1050,+10.0240,+00.001080,-00.000060,-00.000404
+076.795,+000.111,+179.345,+0.158,+0.610,-0.787,-00.0010,-00.1070,+10.0360,-00.000152,+00.000040,+00.000845
+076.795,+000.110,+179.345,+0.156,+0.609,-0.784,+00.0140,-00.1410,+10.0340,-00.000699,-00.000771,-00.000537
+076.794,+000.110,+179.344,+0.157,+0.614,-0.783,+00.0090,-00.1040,+10.0430,-00.000487,+00.000107,+00.000778
+076.794,+000.109,+179.344,+0.158,+0.612,-0.787,+00.0310,-00.1140,+10.0500,-00.000427,+00.000898,+00.000422
+076.793,+000.111,+179.344,+0.159,+0.611,-0.781,+00.0140,-00.1270,+10.0710,+00.000418,-00.001780,+00.001020
+076.792,+000.110,+179.343,+0.156,+0.611,-0.784,+00.0330,-00.1190,+10.0610,-00.000634,+00.001603,+00.001654
+076.791,+000.110,+179.344,+0.160,+0.611,-0.785,+00.0330,-00.1320,+10.0430,+00.001511,+00.001166,+00.000719
+076.790,+000.111,+179.344,+0.157,+0.611,-0.784,-00.0050,-00.1160,+10.0420,+00.000853,+00.000077,+00.000228
+076.790,+000.110,+179.344,+0.157,+0.617,-0.783,+00.0140,-00.1100,+10.1050,+00.000439,-00.000300,-00.000847
+076.790,+000.110,+179.344,+0.160,+0.606,-0.784,+00.0100,-00.1080,+10.0700,-00.000217,-00.000041,+00.000203
+076.790,+000.111,+179.346,+0.158,+0.610,-0.777,+00.0340,-00.1300,+10.0710,-00.001060,-00.000543,-00.000012
+076.790,+000.112,+179.345,+0.158,+0.608,-0.784,+00.0090,-00.1120,+10.0670,-00.000356,+00.000871,+00.000348
+076.790,+000.113,+179.345,+0.158,+0.614,-0.784,+00.0180,-00.1250,+10.0400,+00.000090,+00.000213,+00.000349
+076.790,+000.113,+179.344,+0.158,+0.604,-0.787,+00.0370,-00.1250,+10.0680,-00.000173,+00.000098,-00.000701
+076.791,+000.114,+179.345,+0.159,+0.608,-0.783,+00.0380,-00.0980,+10.0300,-00.001220,-00.000843,+00.000953
+076.789,+000.114,+179.345,+0.157,+0.611,-0.783,+00.0300,-00.1400,+10.0490,-00.000736,-00.000867,+00.000224
+076.788,+000.114,+179.345,+0.159,+0.611,-0.784,+00.0170,-00.1150,+10.0920,-00.000611,-00.000836,+00.001271
+076.788,+000.113,+179.345,+0.157,+0.612,-0.784,+00.0220,-00.1000,+10.0740,-00.000333,+00.001239,-00.000198
+076.787,+000.113,+179.345,+0.154,+0.610,-0.790,+00.0010,-00.1220,+10.0650,-00.000856,-00.000373,-00.000137
+076.787,+000.112,+179.345,+0.157,+0.608,-0.780,+00.0180,-00.1310,+10.0580,-00.000096,-00.000006,+00.000077
+076.786,+000.111,+179.345,+0.160,+0.611,-0.785,+00.0330,-00.0870,+10.0330,-00.000422,+00.000238,+00.000798
+076.786,+000.111,+179.345,+0.158,+0.608,-0.783,+00.0460,-00.1240,+10.0520,-00.000921,+00.001282,-00.000319
+076.786,+000.112,+179.345,+0.157,+0.617,-0.784,+00.0450,-00.1280,+10.0510,-00.000180,-00.000407,-00.000704
+076.786,+000.113,+179.343,+0.158,+0.606,-0.788,+00.0280,-00.1250,+10.0310,+00.000326,-00.000641,+00.000685
+076.785,+000.112,+179.342,+0.158,+0.610,-0.780,+00.0350,-00.1080,+10.0740,-00.001200,-00.000699,+00.001354
+076.784,+000.111,+179.342,+0.158,+0.608,-0.783,+00.0190,-00.1350,+10.0650,+00.000229,+00.000404,+00.000895
+076.784,+000.111,+179.342,+0.158,+0.613,-0.784,+00.0150,-00.1090,+10.0450,-00.000369,+00.000907,+00.001110
+076.783,+000.111,+179.343,+0.159,+0.617,-0.787,+00.0250,-00.1190,+10.0600,-00.000749,-00.000100,+00.000806
+076.783,+000.111,+179.342,+0.159,+0.604,-0.785,+00.0310,-00.1280,+10.0800,+00.000455,+00.000036,+00.000050
+076.782,+000.110,+179.340,+0.157,+0.608,-0.790,+00.0320,-00.1120,+10.0230,-00.000629,-00.000566,+00.000411
+076.783,+000.111,+179.340,+0.158,+0.611,-0.783,+00.0170,-00.1160,+10.0400,-00.000582,+00.000778,+00.000141
+076.782,+000.111,+179.340,+0.158,+0.610,-0.781,+00.0170,-00.1040,+10.0710,-00.000798,-00.001160,+00.000220
+076.781,+000.110,+179.340,+0.159,+0.605,-0.784,-00.0150,-00.0980,+10.0650,+00.000387,-00.000017,-00.000188
+076.781,+000.109,+179.340,+0.160,+0.610,-0.785,+00.0250,-00.1070,+10.0240,-00.000359,+00.001075,+00.000350
+076.780,+000.110,+179.341,+0.157,+0.614,-0.784,+00.0100,-00.1240,+10.0420,+00.000045,+00.000235,+00.001560
+076.779,+000.110,+179.341,+0.158,+0.611,-0.786,+00.0100,-00.1140,+10.0580,+00.001024,-00.000110,+00.000454
+076.778,+000.109,+179.342,+0.157,+0.610,-0.783,-00.0010,-00.1100,+10.0620,-00.000382,+00.000577,+00.000267
+076.778,+000.108,+179.342,+0.158,+0.610,-0.790,+00.0180,-00.1030,+10.0620,+00.001022,+00.000533,+00.000607
+076.777,+000.109,+179.343,+0.157,+0.606,-0.781,+00.0350,-00.1260,+10.0890,-00.000161,-00.000049,+00.000106
+076.777,+000.109,+179.343,+0.157,+0.605,-0.783,+00.0240,-00.1150,+10.0600,+00.000095,+00.000001,+00.000231
+076.776,+000.108,+179.343,+0.158,+0.610,-0.787,+00.0010,-00.1190,+10.0620,-00.000638,+00.000303,+00.000769
+076.776,+000.108,+179.344,+0.158,+0.612,-0.784,+00.0060,-00.1240,+10.0390,-00.000044,+00.001033,-00.000723
+076.776,+000.106,+179.344,+0.156,+0.612,-0.780,+00.0200,-00.1160,+10.0650,+00.000257,-00.000116,+00.000317
+076.775,+000.106,+179.344,+0.158,+0.608,-0.784,+00.0250,-00.1200,+10.0700,+00.000519,+00.000035,+00.000409
+076.776,+000.106,+179.344,+0.157,+0.607,-0.784,+00.0170,-00.1230,+10.0450,-00.000171,+00.000200,-00.001544
+076.776,+000.108,+179.344,+0.157,+0.611,-0.784,+00.0180,-00.1270,+10.0440,+00.000790,+00.000203,+00.000574
+076.776,+000.108,+179.343,+0.158,+0.607,-0.784,+00.0150,-00.1360,+10.0200,-00.000410,-00.000304,+00.000692
+076.774,+000.108,+179.342,+0.156,+0.609,-0.784,+00.0180,-00.1480,+10.0570,+00.001039,-00.000155,+00.001083
+076.774,+000.108,+179.341,+0.158,+0.608,-0.786,+00.0120,-00.1230,+10.0740,-00.000590,-00.000334,-00.000201
+076.774,+000.107,+179.340,+0.156,+0.614,-0.790,+00.0150,-00.1430,+10.0500,-00.000857,+00.000279,+00.000307
+076.772,+000.108,+179.340,+0.157,+0.611,-0.784,-00.0150,-00.0950,+10.0510,+00.000129,-00.000756,+00.001324
+076.773,+000.107,+179.340,+0.158,+0.612,-0.784,+00.0150,-00.1270,+10.0310,-00.000577,-00.000349,+00.000264
+076.772,+000.106,+179.340,+0.158,+0.613,-0.780,+00.0100,-00.1180,+10.0660,+00.000122,+00.000459,+00.000614
+076.772,+000.107,+179.339,+0.160,+0.610,-0.780,+00.0150,-00.1140,+10.0260,-00.000540,+00.000158,+00.000777
+076.772,+000.108,+179.341,+0.160,+0.607,-0.785,+00.0260,-00.1280,+10.0500,-00.000205,-00.000641,+00.000044
+076.772,+000.108,+179.342,+0.160,+0.610,-0.784,+00.0420,-00.1070,+10.0440,+00.000450,-00.002151,-00.000249
+076.771,+000.109,+179.343,+0.158,+0.612,-0.784,+00.0080,-00.1050,+10.0490,+00.000257,-00.000366,-00.000421
+076.771,+000.108,+179.342,+0.160,+0.610,-0.785,+00.0140,-00.1230,+10.0380,-00.000201,+00.000993,+00.001125
+076.770,+000.108,+179.341,+0.159,+0.610,-0.785,+00.0200,-00.1010,+10.0330,-00.000723,+00.000804,+00.000550
+076.769,+000.108,+179.341,+0.159,+0.610,-0.781,+00.0250,-00.1030,+10.0620,-00.001498,+00.000434,+00.000190
+076.768,+000.109,+179.341,+0.157,+0.606,-0.786,+00.0100,-00.1250,+10.0580,-00.000259,-00.000153,+00.001341
+076.769,+000.109,+179.342,+0.158,+0.608,-0.788,-00.0010,-00.1200,+10.0680,-00.000075,-00.000225,+00.000267
+076.768,+000.109,+179.342,+0.157,+0.608,-0.786,+00.0200,-00.1070,+10.0380,+00.000112,-00.000489,-00.000221
+076.767,+000.110,+179.342,+0.156,+0.617,-0.783,+00.0330,-00.1030,+10.0540,+00.001048,+00.000765,+00.000299
+076.767,+000.109,+179.343,+0.159,+0.607,-0.780,+00.0220,-00.1130,+10.0630,-00.000988,-00.000170,+00.001044
+076.767,+000.109,+179.343,+0.157,+0.610,-0.784,+00.0430,-00.1130,+10.0680,+00.000931,+00.000155,+00.000758
+076.766,+000.110,+179.344,+0.158,+0.611,-0.786,+00.0290,-00.1060,+10.0820,+00.000788,-00.000843,-00.000558
+076.766,+000.110,+179.346,+0.157,+0.608,-0.780,+00.0330,-00.0990,+10.0390,+00.002220,-00.000519,+00.000763
+076.766,+000.109,+179.346,+0.159,+0.612,-0.784,+00.0130,-00.1260,+10.0780,-00.000756,+00.001011,-00.000633
+076.765,+000.110,+179.347,+0.159,+0.607,-0.783,+00.0210,-00.1260,+10.0450,+00.001148,-00.000902,+00.000509
+076.765,+000.109,+179.348,+0.158,+0.612,-0.781,+00.0180,-00.1020,+10.0340,-00.000703,-00.001560,+00.000427
+076.764,+000.110,+179.347,+0.159,+0.611,-0.784,+00.0280,-00.1230,+10.0720,-00.000031,-00.000847,+00.000616
+076.764,+000.110,+179.347,+0.158,+0.605,-0.781,+00.0160,-00.1100,+10.0680,+00.000063,+00.001594,-00.000371
+076.762,+000.108,+179.346,+0.159,+0.606,-0.788,+00.0020,-00.0980,+10.0580,-00.000237,+00.000841,+00.001353
+076.762,+000.107,+179.346,+0.157,+0.610,-0.791,-00.0110,-00.1110,+10.0420,-00.000095,-00.001306,+00.001211
+076.761,+000.107,+179.347,+0.161,+0.608,-0.785,+00.0270,-00.1310,+10.0760,-00.000257,-00.000709,+00.000244
+076.760,+000.107,+179.346,+0.154,+0.609,-0.789,-00.0040,-00.1150,+10.0910,-00.000251,-00.000245,-00.000173
+076.760,+000.107,+179.346,+0.158,+0.608,-0.785,+00.0160,-00.1090,+10.0460,-00.000107,-00.000412,+00.000099
+076.759,+000.107,+179.345,+0.157,+0.605,-0.781,+00.0120,-00.1010,+10.0840,-00.001554,+00.000639,+00.001051
+076.758,+000.107,+179.345,+0.159,+0.608,-0.783,+00.0330,-00.1140,+10.0240,-00.000990,+00.000108,+00.000092
+076.757,+000.108,+179.345,+0.156,+0.606,-0.779,+00.0320,-00.1260,+10.0700,+00.000379,-00.000906,+00.000370
+076.758,+000.108,+179.345,+0.159,+0.607,-0.787,+00.0110,-00.1090,+10.0500,+00.001804,+00.000237,-00.000062
+076.757,+000.108,+179.346,+0.156,+0.610,-0.788,+00.0080,-00.1120,+10.0870,+00.000219,-00.000507,+00.000896
+076.756,+000.108,+179.346,+0.157,+0.606,-0.787,+00.0210,-00.1070,+10.0770,-00.000556,+00.000769,+00.000036
+076.756,+000.109,+179.347,+0.158,+0.608,-0.784,+00.0280,-00.1240,+10.0460,+00.001011,+00.000247,+00.001434
+076.756,+000.109,+179.348,+0.157,+0.611,-0.783,+00.0020,-00.1320,+10.0710,+00.000521,-00.000124,+00.000108
+076.755,+000.107,+179.349,+0.156,+0.607,-0.786,+00.0410,-00.1120,+10.0440,+00.000744,+00.000200,+00.000219
+076.755,+000.108,+179.349,+0.158,+0.610,-0.780,+00.0120,-00.1330,+10.0560,+00.000375,+00.000257,+00.000469
+076.755,+000.108,+179.349,+0.159,+0.607,-0.787,+00.0310,-00.0990,+10.0380,-00.000914,-00.001845,+00.000992
+076.754,+000.110,+179.350,+0.158,+0.607,-0.785,+00.0010,-00.1200,+10.0600,-00.000699,+00.000352,+00.000080
+076.753,+000.110,+179.351,+0.157,+0.613,-0.784,+00.0070,-00.1130,+10.0370,-00.000560,-00.001152,+00.000614
+076.753,+000.111,+179.350,+0.157,+0.607,-0.788,+00.0270,-00.1190,+10.0490,-00.000233,-00.000233,+00.000773
+076.753,+000.110,+179.349,+0.159,+0.610,-0.784,+00.0140,-00.1220,+10.0360,-00.000171,+00.000427,+00.000059
+076.752,+000.109,+179.349,+0.161,+0.617,-0.781,+00.0000,-00.1040,+10.0700,-00.001134,+00.001327,-00.000065
+076.752,+000.109,+179.348,+0.160,+0.610,-0.787,+00.0100,-00.1190,+10.0500,+00.000354,-00.001033,+00.002264
+076.752,+000.109,+179.348,+0.157,+0.614,-0.781,+00.0210,-00.1380,+10.0500,-00.001193,+00.000160,+00.000280
+076.751,+000.110,+179.348,+0.157,+0.605,-0.790,+00.0220,-00.1160,+10.0820,+00.000374,-00.000704,+00.000117
+076.751,+000.110,+179.348,+0.158,+0.607,-0.781,+00.0340,-00.1090,+10.0540,+00.000224,-00.000137,+00.000535
+076.751,+000.110,+179.347,+0.157,+0.607,-0.780,+00.0300,-00.1140,+10.0590,-00.000391,+00.001107,-00.000422
+076.750,+000.111,+179.347,+0.156,+0.613,-0.783,+00.0270,-00.1210,+10.0510,+00.000071,+00.000679,+00.001748
+076.749,+000.111,+179.346,+0.158,+0.607,-0.788,-00.0030,-00.1260,+10.0670,-00.000299,-00.000263,+00.000289
+076.749,+000.111,+179.346,+0.158,+0.610,-0.784,+00.0250,-00.1140,+10.0430,+00.000300,+00.001157,+00.000424
+076.748,+000.110,+179.346,+0.157,+0.608,-0.784,+00.0170,-00.1110,+10.0250,-00.000072,-00.000524,+00.000038
+076.748,+000.111,+179.346,+0.158,+0.618,-0.784,+00.0480,-00.1170,+10.0460,-00.000596,-00.001034,-00.000494
+076.748,+000.110,+179.346,+0.160,+0.611,-0.781,+00.0180,-00.1230,+10.0730,-00.000544,+00.000911,-00.000248
+076.748,+000.109,+179.346,+0.158,+0.612,-0.786,+00.0260,-00.1240,+10.0420,+00.000742,+00.001073,+00.000262
+076.748,+000.110,+179.346,+0.161,+0.610,-0.781,+00.0030,-00.1120,+10.0180,+00.001054,-00.000378,+00.000619
