Yaw,Pitch,Roll,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
+078.252,+000.110,+179.340,+0.240,+0.566,-0.819,+00.0110,-00.1240,+10.0510,+00.000592,-00.000827,-00.000284
+078.252,+000.111,+179.340,+0.235,+0.563,-0.823,-00.0010,-00.1210,+10.0600,+00.000529,-00.000072,-00.000319
+078.252,+000.110,+179.341,+0.240,+0.561,-0.826,+00.0250,-00.1260,+10.0410,+00.000529,-00.000058,+00.000861
+078.251,+000.110,+179.341,+0.238,+0.567,-0.824,+00.0300,-00.1360,+10.0560,+00.000772,-00.001223,+00.000827
+078.252,+000.110,+179.343,+0.238,+0.568,-0.824,-00.0030,-00.1120,+10.0630,+00.000683,+00.000941,+00.000316
+078.251,+000.111,+179.344,+0.240,+0.569,-0.826,+00.0170,-00.1100,+10.0530,+00.000210,-00.000200,-00.000174
+078.249,+000.111,+179.344,+0.241,+0.566,-0.819,+00.0240,-00.1070,+10.0690,+00.000344,-00.000537,+00.000031
+078.248,+000.111,+179.343,+0.241,+0.568,-0.827,+00.0190,-00.1420,+10.0570,+00.000818,+00.000288,-00.000203
+078.245,+000.110,+179.342,+0.237,+0.562,-0.820,+00.0190,-00.1240,+10.0690,-00.000427,+00.000673,+00.001021
+078.245,+000.110,+179.343,+0.242,+0.564,-0.824,+00.0210,-00.1250,+10.0540,+00.000556,-00.001461,-00.000528
+078.245,+000.109,+179.342,+0.238,+0.563,-0.816,+00.0120,-00.1380,+10.0680,-00.000984,+00.001062,+00.000336
+078.247,+000.110,+179.341,+0.240,+0.568,-0.821,+00.0280,-00.1370,+10.0330,-00.001140,-00.000939,-00.001185
+078.246,+000.112,+179.341,+0.241,+0.567,-0.826,+00.0000,-00.1170,+10.0580,-00.000118,-00.000428,+00.001158
+078.243,+000.112,+179.342,+0.238,+0.573,-0.826,+00.0170,-00.1090,+10.0680,+00.000996,-00.000793,+00.000893
+078.244,+000.112,+179.341,+0.240,+0.568,-0.823,+00.0330,-00.1440,+10.0650,+00.000815,+00.000934,+00.001398
+078.244,+000.112,+179.341,+0.240,+0.569,-0.826,+00.0110,-00.1020,+10.0750,+00.000304,-00.000429,+00.000165
+078.243,+000.112,+179.342,+0.238,+0.571,-0.827,+00.0240,-00.1100,+10.0510,+00.000998,+00.001123,-00.000372
+078.243,+000.111,+179.343,+0.240,+0.562,-0.821,+00.0260,-00.1270,+10.0750,-00.000504,-00.000047,+00.001815
+078.243,+000.111,+179.341,+0.241,+0.565,-0.827,+00.0320,-00.1150,+10.0450,+00.001313,-00.001080,+00.000112
+078.244,+000.111,+179.342,+0.238,+0.565,-0.823,+00.0310,-00.1020,+10.0400,+00.000919,+00.000971,+00.000360
+078.243,+000.111,+179.342,+0.240,+0.566,-0.823,+00.0240,-00.1200,+10.1300,-00.001632,+00.000499,+00.001416
+078.242,+000.112,+179.341,+0.241,+0.569,-0.827,+00.0350,-00.1060,+10.0390,+00.001297,-00.000543,+00.000119
+078.243,+000.111,+179.342,+0.242,+0.568,-0.827,+00.0130,-00.1130,+10.0340,+00.000506,+00.001757,+00.000747
+078.242,+000.111,+179.341,+0.237,+0.565,-0.822,+00.0170,-00.1200,+10.0620,-00.000065,-00.000746,+00.000711
+078.241,+000.112,+179.340,+0.238,+0.563,-0.826,+00.0220,-00.1270,+10.0610,-00.001125,-00.000981,+00.000296
+078.240,+000.112,+179.340,+0.241,+0.566,-0.823,+00.0040,-00.1160,+10.0260,+00.001679,-00.000309,-00.000240
+078.240,+000.112,+179.340,+0.240,+0.562,-0.827,+00.0190,-00.1170,+10.0320,+00.000186,-00.000330,+00.000893
+078.238,+000.112,+179.340,+0.241,+0.569,-0.820,+00.0200,-00.1200,+10.0550,+00.000502,-00.000432,+00.000724
+078.238,+000.112,+179.340,+0.240,+0.563,-0.820,+00.0290,-00.1190,+10.0650,-00.000173,+00.000107,+00.000232
+078.237,+000.112,+179.341,+0.241,+0.574,-0.823,+00.0250,-00.1130,+10.0400,+00.000691,-00.001353,-00.000385
+078.240,+000.111,+179.340,+0.238,+0.565,-0.830,+00.0170,-00.1140,+10.0820,+00.000128,-00.000111,+00.000164
+078.240,+000.110,+179.340,+0.238,+0.565,-0.821,+00.0120,-00.1320,+10.0690,+00.001119,-00.000742,+00.000564
+078.241,+000.111,+179.340,+0.242,+0.567,-0.821,+00.0250,-00.1130,+10.0650,-00.000667,-00.000359,-00.001517
+078.239,+000.111,+179.341,+0.241,+0.563,-0.823,+00.0270,-00.1270,+10.0680,-00.000401,+00.000128,+00.000153
+078.240,+000.111,+179.342,+0.238,+0.569,-0.822,+00.0290,-00.1240,+10.0320,+00.000081,+00.001763,-00.000584
+078.243,+000.112,+179.341,+0.242,+0.561,-0.817,+00.0280,-00.1340,+10.0380,-00.000040,-00.001174,-00.002648
+078.240,+000.112,+179.340,+0.252,+0.564,-0.828,+00.0530,-00.1060,+10.0440,-00.001369,-00.000361,-00.000577
+078.233,+000.113,+179.340,+0.253,+0.546,-0.827,+00.0420,-00.1040,+10.0740,+00.001127,-00.001214,-00.000187
+078.226,+000.113,+179.340,+0.287,+0.520,-0.860,+00.0330,-00.0880,+10.0490,-00.000161,-00.000204,-00.000164
+078.223,+000.114,+179.341,+0.318,+0.494,-0.870,+00.0790,-00.1360,+10.0280,-00.000695,+00.000827,+00.000172
+078.220,+000.113,+179.341,+0.345,+0.452,-0.883,-00.0340,-00.0280,+10.0320,+00.000016,+00.001378,+00.000403
+078.217,+000.113,+179.341,+0.372,+0.367,-0.932,+00.0240,-00.1590,+10.1050,-00.000929,-00.000922,+00.000122
+078.215,+000.113,+179.340,+0.377,+0.280,-0.928,-00.0360,-00.1250,+10.0580,-00.001418,+00.001358,+00.000771
+078.213,+000.113,+179.340,+0.366,+0.175,-0.940,+00.0320,-00.1160,+10.0930,+00.000062,-00.000024,+00.001426
+078.212,+000.113,+179.340,+0.319,+0.074,-0.947,-00.0150,-00.0780,+10.0650,-00.000413,-00.000213,+00.000734
+078.211,+000.112,+179.341,+0.237,-0.012,-0.911,+00.0510,-00.1160,+10.0480,+00.000541,-00.000762,+00.000613
+078.212,+000.112,+179.340,+0.131,-0.057,-0.860,+00.0610,-00.0730,+10.0720,-00.000604,+00.000663,+00.000756
+078.212,+000.112,+179.340,-0.002,-0.056,-0.794,+00.0450,-00.0500,+10.0310,-00.000387,-00.000518,-00.000291
+078.212,+000.113,+179.340,-0.135,+0.020,-0.717,+00.0300,-00.1110,+10.0390,-00.001358,-00.000520,+00.000119
+078.212,+000.114,+179.340,-0.215,+0.162,-0.671,+00.0630,-00.1220,+10.0790,+00.000377,+00.000069,+00.000070
+078.212,+000.114,+179.340,-0.227,+0.350,-0.625,-00.0560,-00.0350,+10.0540,-00.001332,-00.000370,+00.000338
+078.212,+000.114,+179.340,-0.127,+0.535,-0.644,+00.0210,-00.1210,+10.0400,+00.000850,-00.000608,+00.002216
+078.212,+000.114,+179.339,+0.070,+0.606,-0.748,-00.0530,-00.1540,+10.0720,-00.000250,-00.000266,+00.001484
+078.212,+000.113,+179.339,+0.269,+0.548,-0.837,+00.0310,-00.0630,+10.0670,+00.000704,+00.001800,+00.000563
+078.212,+000.114,+179.340,+0.375,+0.364,-0.926,+00.0500,-00.1100,+10.0800,+00.001238,+00.000320,-00.000423
+078.212,+000.114,+179.341,+0.333,+0.112,-0.934,+00.0710,-00.0760,+10.0930,-00.000340,-00.001513,+00.000523
+078.212,+000.114,+179.341,+0.137,-0.055,-0.854,+00.0400,-00.1260,+10.0640,-00.001358,-00.002052,-00.000405
+078.211,+000.113,+179.341,-0.115,-0.003,-0.724,+00.0460,-00.1670,+10.0590,-00.000326,+00.001134,+00.000393
+078.211,+000.113,+179.340,-0.238,+0.243,-0.624,+00.0160,-00.0990,+10.0400,-00.001023,+00.000303,+00.001187
+078.211,+000.113,+179.341,-0.132,+0.533,-0.633,-00.0040,-00.0740,+10.0730,+00.000715,-00.000525,+00.000663
+078.211,+000.113,+179.342,+0.134,+0.608,-0.756,-00.0040,-00.1170,+10.0530,+00.001590,-00.001007,-00.000442
+078.211,+000.114,+179.342,+0.366,+0.407,-0.905,+00.0250,-00.0800,+10.0630,+00.000521,+00.000716,-00.000292
+078.210,+000.114,+179.343,+0.305,+0.066,-0.933,+00.0520,-00.1090,+10.0790,+00.000789,+00.000311,+00.000319
+078.210,+000.113,+179.343,+0.061,-0.071,-0.831,-00.0050,-00.1420,+10.0600,+00.001099,-00.000547,+00.000385
+078.210,+000.115,+179.344,-0.211,+0.132,-0.666,+00.0260,-00.1310,+09.9960,+00.000238,-00.000976,-00.000664
+078.210,+000.115,+179.344,-0.152,+0.498,-0.634,+00.0590,-00.1440,+10.0930,-00.000948,+00.001541,+00.000928
+078.211,+000.115,+179.344,+0.199,+0.592,-0.803,+00.0090,-00.1620,+10.0580,+00.001414,+00.000097,+00.000698
+078.211,+000.115,+179.344,+0.384,+0.253,-0.941,+00.0140,-00.0920,+10.0460,-00.000062,-00.001486,+00.000711
+078.210,+000.116,+179.344,+0.120,-0.055,-0.849,+00.0200,-00.0770,+10.0720,-00.000371,-00.000200,-00.000056
+078.210,+000.116,+179.343,-0.212,+0.138,-0.666,+00.0330,-00.1600,+10.0440,+00.000287,-00.000183,+00.000088
+078.211,+000.115,+179.343,-0.094,+0.547,-0.663,-00.0440,-00.0920,+10.0690,+00.000600,+00.000281,+00.000120
+078.210,+000.115,+179.343,+0.243,+0.564,-0.817,+00.0300,-00.1260,+10.0460,-00.000347,-00.000208,+00.000359
+078.210,+000.115,+179.343,+0.347,+0.139,-0.935,-00.0110,-00.1830,+10.0380,-00.000190,+00.000596,+00.000693
+078.210,+000.114,+179.342,-0.035,-0.043,-0.791,+00.0240,-00.1310,+10.0800,+00.000290,+00.002464,-00.000661
+078.204,+000.115,+179.341,+0.109,+0.613,-0.740,-00.0980,-01.9050,+10.4010,+00.010111,-00.050639,-00.045228
+078.202,+000.115,+179.342,-0.243,+0.341,-0.631,-02.9250,-02.0230,+10.2680,+00.017513,+00.010765,-00.015438
+078.207,+000.106,+179.336,-0.223,+0.197,-0.665,+00.4620,-04.1870,+10.2220,+00.006539,+00.042625,-00.004411
+078.209,+000.123,+179.350,-0.228,+0.209,-0.652,-00.0340,+01.4820,+10.1820,+00.033372,-00.043438,-00.005823
+078.208,+000.116,+179.342,-0.233,+0.226,-0.656,-00.8430,+03.4410,+10.2160,-00.023413,+00.009319,+00.003155
+078.208,+000.112,+179.341,-0.229,+0.227,-0.654,-00.9080,-01.5740,+09.8470,+00.004750,-00.000032,+00.000387
+078.208,+000.117,+179.346,-0.061,-0.030,-0.785,-00.7620,+00.7680,+10.0090,+00.010585,-00.026768,+00.002022
+078.208,+000.115,+179.343,-0.061,-0.030,-0.783,-00.3980,+01.8220,+09.9480,-00.007829,-00.002063,+00.003436
+078.209,+000.114,+179.343,-0.063,-0.026,-0.777,-00.8320,-00.5700,+09.9210,+00.006419,-00.011723,-00.001113
+078.208,+000.115,+179.345,-0.070,-0.023,-0.773,-00.4080,+00.6830,+10.0250,+00.006841,-00.015993,+00.002937
+078.208,+000.114,+179.343,-0.062,-0.028,-0.779,-00.4910,+00.5130,+09.9580,+00.000458,-00.002591,-00.000042
+078.208,+000.113,+179.344,-0.065,-0.027,-0.775,-00.6600,-00.1940,+10.0120,+00.008460,-00.006645,-00.002674
+078.209,+000.116,+179.344,-0.073,-0.024,-0.775,-00.5090,+00.2130,+10.0530,+00.007237,-00.011041,-00.001716
+078.208,+000.114,+179.343,-0.073,-0.019,-0.771,-00.6540,+00.0870,+10.0460,+00.007406,-00.005285,-00.002850
+078.209,+000.113,+179.343,+0.232,+0.008,-0.902,-00.4120,-00.1740,+10.0260,+00.009667,-00.000832,-00.002812
+078.210,+000.114,+179.343,+0.235,+0.006,-0.909,-00.4860,+00.0100,+10.0810,+00.008560,-00.007259,-00.002683
+078.209,+000.113,+179.342,+0.232,+0.012,-0.908,-00.3400,-00.1790,+10.0740,+00.006644,+00.001809,-00.002467
+078.209,+000.115,+179.342,+0.232,+0.018,-0.906,-00.4170,-00.3370,+10.0560,+00.008400,-00.002337,-00.002096
+078.209,+000.114,+179.341,+0.230,+0.005,-0.909,-00.2730,-00.3190,+10.0820,+00.006104,+00.007594,-00.001613
+078.208,+000.114,+179.341,+0.228,+0.003,-0.908,-00.1960,-00.6720,+10.0640,+00.007863,-00.000307,-00.001159
+078.206,+000.114,+179.342,+0.222,+0.006,-0.901,-00.0950,-00.5000,+10.0750,+00.009717,+00.005969,+00.000373
+078.206,+000.113,+179.342,+0.228,+0.006,-0.905,+00.1440,-00.6540,+10.0460,+00.011789,+00.001874,+00.000668
+078.206,+000.114,+179.341,+0.224,-0.001,-0.900,+00.0530,-00.5570,+10.0490,+00.009939,+00.006041,-00.001900
+078.207,+000.113,+179.340,+0.373,+0.294,-0.923,+00.3240,-00.7280,+10.0450,+00.007730,+00.004553,-00.004737
+078.207,+000.113,+179.340,+0.382,+0.288,-0.922,+00.1450,-00.6620,+10.1050,+00.005698,+00.008596,-00.005179
+078.206,+000.114,+179.340,+0.383,+0.292,-0.922,+00.3490,-00.7350,+10.0830,+00.004615,+00.010327,-00.006152
+078.206,+000.114,+179.339,+0.380,+0.290,-0.923,+00.3000,-00.8370,+10.0870,+00.002721,+00.010153,-00.006548
+078.205,+000.117,+179.338,+0.379,+0.280,-0.926,+00.4690,-00.8190,+10.1400,+00.003629,+00.008722,-00.006216
+078.205,+000.115,+179.338,+0.382,+0.281,-0.920,+00.4900,-00.9440,+10.1130,+00.004923,+00.012976,-00.004287
+078.205,+000.117,+179.338,+0.383,+0.283,-0.927,+00.4440,-00.8370,+10.1860,+00.003858,+00.011575,-00.003251
+078.205,+000.116,+179.338,+0.376,+0.280,-0.921,+00.5720,-01.0030,+10.1420,+00.001417,+00.009842,-00.001965
+078.205,+000.117,+179.338,+0.245,+0.568,-0.813,+00.3650,-00.8640,+10.2210,-00.000486,+00.014912,-00.001371
+078.205,+000.118,+179.338,+0.245,+0.564,-0.803,+00.6140,-00.9190,+10.1500,-00.000644,+00.012431,-00.000206
+078.204,+000.118,+179.338,+0.246,+0.564,-0.811,+00.4790,-00.8280,+10.1830,-00.000237,+00.009654,+00.003794
+078.203,+000.119,+179.339,+0.250,+0.559,-0.809,+00.7220,-00.6820,+10.1850,-00.000891,+00.008431,+00.004137
+078.202,+000.118,+179.338,+0.258,+0.556,-0.815,+00.6580,-00.7210,+10.1300,-00.003721,+00.010798,+00.003201
+078.202,+000.118,+179.339,+0.250,+0.556,-0.808,+00.7500,-00.4770,+10.1220,-00.004950,+00.009040,+00.003305
+078.202,+000.118,+179.339,+0.254,+0.552,-0.812,+00.8490,-00.5600,+10.1360,-00.005060,+00.009412,+00.003110
+078.201,+000.120,+179.339,+0.258,+0.552,-0.812,+00.6820,-00.3350,+10.1390,-00.006563,+00.004748,+00.003080
+078.201,+000.120,+179.338,+0.260,+0.550,-0.818,+00.8220,-00.3910,+10.1230,-00.007779,+00.008917,+00.000584
+078.201,+000.120,+179.339,-0.048,+0.570,-0.669,+00.6090,-00.2920,+10.1390,-00.009263,+00.005376,-00.001621
+078.201,+000.121,+179.340,-0.047,+0.571,-0.680,+00.7330,-00.3560,+10.0900,-00.008772,+00.005967,+00.000726
+078.202,+000.121,+179.340,-0.042,+0.580,-0.675,+00.5550,-00.2100,+10.0910,-00.009176,+00.002373,-00.000428
+078.201,+000.122,+179.341,-0.033,+0.579,-0.676,+00.6340,-00.0390,+10.1210,-00.008055,-00.001710,+00.004494
+078.201,+000.123,+179.342,-0.036,+0.570,-0.675,+00.5300,-00.0730,+10.1450,-00.007701,-00.002287,+00.004311
+078.201,+000.123,+179.341,-0.027,+0.579,-0.673,+00.4810,+00.1480,+10.1030,-00.009424,-00.004834,+00.006332
+078.201,+000.121,+179.342,-0.025,+0.575,-0.677,+00.5280,+00.1360,+10.0290,-00.008495,-00.002492,+00.008227
+078.201,+000.122,+179.343,-0.026,+0.576,-0.676,+00.1260,+00.3310,+09.9970,-00.008041,-00.004375,+00.005466
+078.201,+000.121,+179.343,-0.236,+0.313,-0.630,+00.0900,+00.4310,+10.0230,-00.009672,-00.000520,+00.004962
+078.201,+000.121,+179.344,-0.229,+0.321,-0.640,-00.3350,+00.5460,+10.0200,-00.010086,-00.007765,+00.003938
+078.201,+000.122,+179.344,-0.222,+0.322,-0.645,-00.2840,+00.5400,+10.0410,-00.008759,-00.002191,+00.002355
+078.201,+000.123,+179.345,-0.227,+0.318,-0.641,-00.3740,+00.5310,+10.0060,-00.007723,-00.013242,+00.000121
+078.201,+000.123,+179.344,-0.224,+0.325,-0.640,-00.2490,+00.6070,+10.0070,-00.009130,-00.009042,+00.001519
+078.201,+000.123,+179.345,-0.222,+0.324,-0.639,-00.2650,+00.5780,+09.9780,-00.005404,-00.013256,+00.000210
+078.202,+000.123,+179.345,-0.223,+0.323,-0.631,-00.4160,+00.6650,+10.0860,-00.005202,-00.010360,-00.000316
+078.202,+000.123,+179.345,-0.221,+0.321,-0.639,-00.3980,+00.4590,+10.0090,-00.002692,-00.014105,+00.000856
+078.202,+000.123,+179.346,-0.219,+0.326,-0.638,-00.5990,+00.6460,+10.0470,-00.002026,-00.009155,+00.001297
+078.202,+000.123,+179.346,-0.140,+0.023,-0.735,-00.4460,+00.5440,+09.9700,-00.001615,-00.010182,+00.001517
+078.203,+000.122,+179.347,-0.143,+0.029,-0.734,-00.7260,+00.6250,+09.9690,-00.000636,-00.010544,+00.001777
+078.202,+000.123,+179.346,-0.142,+0.022,-0.731,-00.6020,+00.5830,+10.0000,-00.000657,-00.012898,+00.001507
+078.202,+000.122,+179.347,-0.144,+0.030,-0.739,-00.7950,+00.4440,+09.9420,+00.002340,-00.011238,+00.001754
+078.201,+000.122,+179.347,-0.145,+0.028,-0.729,-00.6160,+00.5350,+09.9410,+00.002263,-00.011362,+00.002086
+078.200,+000.121,+179.346,-0.146,+0.034,-0.735,-00.4940,+00.4040,+09.9210,+00.002894,-00.010749,+00.001458
+078.201,+000.121,+179.346,-0.139,+0.030,-0.735,-00.5350,+00.4390,+09.9340,+00.004142,-00.011362,+00.000517
+078.203,+000.120,+179.347,-0.144,+0.031,-0.725,-00.3800,+00.3230,+09.9000,+00.006964,-00.005642,+00.000174
+078.203,+000.120,+179.347,+0.151,-0.041,-0.883,-00.6070,+00.2940,+09.9660,+00.008383,-00.009787,-00.001021
+078.203,+000.120,+179.346,+0.149,-0.041,-0.883,-00.4620,+00.1830,+09.9670,+00.008402,-00.002685,-00.002477
+078.203,+000.122,+179.346,+0.152,-0.035,-0.879,-00.6640,+00.0900,+10.0220,+00.007369,-00.008917,-00.003538
+078.203,+000.121,+179.346,+0.145,-0.039,-0.879,-00.4760,+00.0240,+10.0090,+00.007015,-00.001547,-00.005385
+078.203,+000.121,+179.346,+0.137,-0.043,-0.871,-00.4800,-00.2030,+10.0210,+00.007555,-00.000237,-00.003792
+078.203,+000.122,+179.346,+0.145,-0.037,-0.874,-00.4090,-00.1650,+10.0440,+00.009251,-00.000172,-00.001750
+078.203,+000.121,+179.346,+0.143,-0.043,-0.871,-00.2720,-00.3820,+10.0330,+00.008579,+00.004982,-00.001946
+078.203,+000.123,+179.346,+0.137,-0.042,-0.877,-00.2630,-00.3490,+10.0600,+00.009307,+00.001119,-00.002215
+078.204,+000.121,+179.346,+0.137,-0.041,-0.869,-00.0600,-00.5290,+10.0180,+00.008749,+00.001000,-00.000877
+078.204,+000.121,+179.345,+0.366,+0.197,-0.930,-00.0630,-00.4720,+10.0530,+00.008751,+00.007557,-00.001738
+078.204,+000.121,+179.345,+0.369,+0.200,-0.940,+00.2250,-00.5800,+10.0110,+00.009541,+00.004063,-00.000937
+078.204,+000.122,+179.344,+0.364,+0.193,-0.936,+00.1350,-00.5800,+10.0720,+00.009079,+00.005099,-00.004511
+078.203,+000.122,+179.344,+0.360,+0.188,-0.935,+00.3000,-00.6780,+10.0780,+00.004854,+00.007642,-00.004265
+078.204,+000.121,+179.344,+0.364,+0.196,-0.932,+00.2870,-00.7900,+10.1030,+00.006169,+00.008160,-00.007562
+078.203,+000.121,+179.344,+0.363,+0.186,-0.926,+00.3370,-00.8060,+10.1540,+00.005705,+00.009943,-00.005356
+078.203,+000.121,+179.344,+0.358,+0.221,-0.928,+00.0540,-00.6460,+09.8590,+00.005058,+00.009603,-00.003894
+078.202,+000.120,+179.343,+0.376,+0.251,-0.946,-00.6600,-02.2490,+10.1170,+00.006476,+00.013709,+00.000096
+078.202,+000.123,+179.345,+0.292,+0.520,-0.855,+00.3850,+00.1270,+10.3650,-00.000033,+00.009191,+00.005379
+078.203,+000.120,+179.342,+0.281,+0.548,-0.853,+00.6400,-00.3990,+10.2470,-00.005461,+00.015803,+00.013140
+078.200,+000.120,+179.342,+0.251,+0.569,-0.815,+00.9870,-01.7270,+10.0320,-00.000529,+00.017466,+00.013535
+078.203,+000.122,+179.344,+0.202,+0.583,-0.783,+01.2690,-00.7990,+10.1120,+00.007210,+00.006074,+00.007387
+078.203,+000.122,+179.343,+0.184,+0.585,-0.786,+01.3660,+00.9000,+10.0640,-00.008343,+00.005645,+00.002873
+078.203,+000.121,+179.341,+0.181,+0.583,-0.750,+00.8570,-00.5330,+10.0570,-00.010836,+00.015012,+00.003165
+078.204,+000.123,+179.344,+0.179,+0.591,-0.789,+01.0300,-00.4170,+09.9280,-00.000229,+00.004211,+00.004033
+078.205,+000.124,+179.343,+0.179,+0.592,-0.787,+00.9790,+00.7320,+10.0880,-00.008566,+00.008470,+00.004134
+078.205,+000.121,+179.343,+0.147,+0.593,-0.768,+00.6940,-00.2860,+10.1570,-00.007290,+00.009438,+00.001391
+078.203,+000.123,+179.344,-0.177,+0.439,-0.624,+00.1120,-00.1940,+09.8970,-00.002648,-00.002287,-00.004929
+078.202,+000.124,+179.344,-0.196,+0.425,-0.649,+00.2590,+00.6210,+10.0950,-00.013148,-00.007105,-00.001442
+078.205,+000.122,+179.344,-0.193,+0.399,-0.638,-00.2750,-00.0850,+10.0000,-00.009818,-00.008898,-00.009856
+078.205,+000.124,+179.346,-0.204,+0.375,-0.640,-00.1280,+00.4800,+10.1820,-00.004136,-00.016915,-00.007921
+078.206,+000.123,+179.346,-0.219,+0.341,-0.637,-00.7110,+00.5010,+09.9430,-00.004086,-00.012772,-00.006679
+078.206,+000.122,+179.344,-0.225,+0.311,-0.649,-00.8110,-00.0640,+10.0120,-00.006372,-00.012776,-00.003303
+078.206,+000.124,+179.347,-0.231,+0.285,-0.652,-00.6010,+00.0840,+10.2970,+00.000736,-00.016887,+00.000733
+078.205,+000.122,+179.349,-0.223,+0.264,-0.650,-00.6710,+00.6860,+10.1190,+00.003462,-00.010769,-00.000586
+078.203,+000.122,+179.347,-0.039,-0.041,-0.782,-00.4470,+00.7700,+09.9810,-00.000487,-00.003956,+00.011388
+078.203,+000.123,+179.347,+0.033,-0.052,-0.819,-00.6020,+00.0790,+09.9790,+00.007454,-00.008324,+00.001916
+078.203,+000.122,+179.346,+0.029,-0.055,-0.801,-00.0240,+00.7220,+09.9280,+00.000998,-00.008056,+00.007868
+078.205,+000.120,+179.345,+0.041,-0.049,-0.839,-00.3340,+00.6310,+10.0230,+00.001555,+00.000891,+00.000834
+078.204,+000.122,+179.346,+0.054,-0.051,-0.836,-00.1830,+00.4610,+10.1100,+00.008358,-00.006561,+00.000527
+078.207,+000.120,+179.344,+0.083,-0.050,-0.886,-00.1690,-00.2320,+10.1690,-00.000950,+00.007732,+00.003021
+078.204,+000.121,+179.346,+0.098,-0.047,-0.852,+00.2100,-01.1320,+09.9290,+00.018472,-00.010721,+00.001911
+078.206,+000.121,+179.345,+0.156,-0.053,-0.871,+00.2930,+01.0580,+09.8780,+00.005973,-00.009460,+00.000848
+078.205,+000.119,+179.343,+0.161,-0.039,-0.920,-00.3730,-01.0460,+10.0970,+00.004912,+00.004737,-00.001938
+078.207,+000.120,+179.345,+0.383,+0.211,-0.946,-00.1690,-00.2440,+09.9940,+00.007540,+00.001631,-00.007767
+078.207,+000.119,+179.345,+0.393,+0.231,-0.958,-00.2330,-00.4620,+10.0720,+00.008764,+00.004800,-00.002582
+078.206,+000.120,+179.344,+0.375,+0.239,-0.947,-00.4420,-00.6560,+09.9760,+00.007878,-00.005358,-00.006669
+078.205,+000.120,+179.342,+0.382,+0.252,-0.913,+00.0680,-00.2990,+10.1080,-00.002702,+00.006149,-00.005021
+078.205,+000.117,+179.343,+0.377,+0.280,-0.926,-00.2750,-01.4050,+10.0510,+00.002901,+00.012545,-00.003035
+078.206,+000.118,+179.343,+0.386,+0.309,-0.923,-00.1200,-01.6120,+09.9810,+00.006632,+00.010164,-00.004008
+078.204,+000.120,+179.342,+0.383,+0.323,-0.924,-00.1550,-01.0640,+10.1390,-00.000047,+00.011700,+00.001954
+078.207,+000.120,+179.343,+0.378,+0.339,-0.909,+00.2940,-00.8760,+10.3420,+00.002226,+00.008932,+00.007767
