Yaw,Pitch,Roll,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
+078.321,+000.117,+179.336,+0.167,-0.048,-0.863,+00.0180,-00.1250,+10.0240,+00.000028,+00.001944,+00.000644
+078.321,+000.119,+179.336,+0.168,-0.040,-0.863,+00.0110,-00.1200,+10.0580,-00.000325,-00.002175,-00.000349
+078.323,+000.118,+179.336,+0.167,-0.045,-0.863,+00.0180,-00.1120,+10.0420,+00.000360,-00.001494,-00.000996
+078.319,+000.119,+179.337,+0.164,-0.043,-0.859,+00.0370,-00.0980,+10.0670,-00.000091,-00.000085,-00.000346
+078.318,+000.119,+179.338,+0.166,-0.039,-0.874,+00.0130,-00.1250,+10.0810,-00.000258,+00.000924,-00.000991
+078.320,+000.118,+179.337,+0.164,-0.041,-0.869,+00.0150,-00.1000,+10.0880,+00.000290,+00.000027,+00.000047
+078.319,+000.117,+179.338,+0.166,-0.035,-0.866,+00.0260,-00.1010,+10.0530,+00.000111,+00.000245,-00.000167
+078.321,+000.116,+179.339,+0.167,-0.045,-0.870,+00.0230,-00.1230,+10.0370,+00.000759,+00.000678,+00.001264
+078.324,+000.117,+179.340,+0.166,-0.043,-0.860,+00.0190,-00.1070,+10.0870,-00.000350,-00.000059,+00.000682
+078.323,+000.115,+179.339,+0.168,-0.045,-0.873,+00.0210,-00.1130,+10.0570,-00.000740,-00.000163,+00.000183
+078.323,+000.115,+179.338,+0.165,-0.041,-0.868,+00.0290,-00.1110,+10.0460,+00.000235,+00.000157,-00.001274
+078.322,+000.114,+179.338,+0.167,-0.045,-0.874,+00.0350,-00.1190,+10.0590,-00.001387,+00.000387,-00.000765
+078.324,+000.114,+179.338,+0.167,-0.047,-0.865,+00.0220,-00.1160,+10.0660,+00.000128,-00.000280,+00.000370
+078.322,+000.113,+179.338,+0.164,-0.046,-0.868,+00.0330,-00.1300,+10.0530,-00.000405,+00.000337,-00.000093
+078.320,+000.113,+179.337,+0.166,-0.041,-0.867,+00.0280,-00.1320,+10.0440,-00.000086,-00.000095,+00.000421
+078.321,+000.113,+179.336,+0.167,-0.042,-0.867,+00.0090,-00.1010,+10.0620,+00.000167,-00.000089,-00.000137
+078.323,+000.112,+179.336,+0.168,-0.037,-0.865,+00.0270,-00.1040,+10.0720,-00.000455,+00.000308,-00.000384
+078.327,+000.112,+179.335,+0.166,-0.042,-0.866,+00.0280,-00.1050,+10.0840,+00.000606,-00.000875,-00.000549
+078.330,+000.112,+179.336,+0.166,-0.040,-0.867,+00.0090,-00.1000,+10.0470,-00.000900,+00.001309,+00.000351
+078.332,+000.112,+179.337,+0.166,-0.045,-0.863,+00.0200,-00.1130,+10.0500,+00.000353,-00.000756,-00.000423
+078.332,+000.112,+179.336,+0.167,-0.045,-0.866,+00.0200,-00.1160,+10.0670,-00.000235,+00.000796,-00.000435
+078.328,+000.112,+179.336,+0.166,-0.040,-0.869,+00.0300,-00.1200,+10.0400,+00.000735,-00.000179,-00.000016
+078.325,+000.112,+179.336,+0.168,-0.035,-0.866,+00.0400,-00.1090,+10.0700,-00.000401,+00.000744,+00.001077
+078.329,+000.113,+179.335,+0.168,-0.028,-0.872,+00.0390,-00.1330,+10.0350,+00.000030,+00.000160,+00.001268
+078.327,+000.114,+179.335,+0.167,-0.041,-0.860,+00.0250,-00.1210,+10.0860,+00.000803,-00.000748,+00.000504
+078.327,+000.113,+179.335,+0.166,-0.042,-0.865,+00.0230,-00.1230,+10.0570,+00.000675,+00.000196,-00.000477
+078.328,+000.112,+179.334,+0.167,-0.045,-0.869,+00.0090,-00.1320,+10.0830,-00.001504,+00.000136,+00.000206
+078.327,+000.112,+179.335,+0.169,-0.047,-0.863,+00.0180,-00.1110,+10.0800,+00.001452,+00.000146,+00.000211
+078.331,+000.112,+179.336,+0.166,-0.045,-0.865,+00.0000,-00.1040,+10.0510,-00.000279,-00.001265,-00.001550
+078.331,+000.112,+179.335,+0.166,-0.046,-0.872,+00.0260,-00.0910,+10.0350,-00.000074,+00.000968,+00.000201
+078.327,+000.113,+179.335,+0.167,-0.041,-0.865,+00.0150,-00.1190,+10.0670,-00.000396,-00.000916,+00.000147
+078.328,+000.114,+179.335,+0.168,-0.042,-0.866,+00.0260,-00.1310,+10.0710,+00.000408,-00.000412,-00.000040
+078.327,+000.114,+179.335,+0.167,-0.042,-0.867,+00.0310,-00.1250,+10.0730,-00.000701,-00.001086,-00.000688
+078.329,+000.115,+179.334,+0.164,-0.038,-0.866,+00.0170,-00.1040,+10.0550,+00.000566,-00.000232,-00.000349
+078.325,+000.114,+179.334,+0.168,-0.041,-0.869,+00.0320,-00.1150,+10.0340,-00.001035,+00.002185,-00.000231
+078.323,+000.115,+179.334,+0.168,-0.030,-0.865,+00.0120,-00.1030,+10.0670,-00.000212,-00.000849,+00.000629
+078.321,+000.115,+179.334,+0.167,-0.047,-0.865,+00.0470,-00.0890,+10.0600,+00.000524,+00.001716,-00.000098
+078.317,+000.116,+179.334,+0.166,-0.043,-0.862,+00.0230,-00.1010,+10.0800,+00.000383,-00.000511,+00.000869
+078.321,+000.115,+179.334,+0.166,-0.042,-0.867,+00.0140,-00.1210,+10.0250,-00.000021,+00.000913,+00.000340
+078.322,+000.114,+179.334,+0.167,-0.043,-0.865,+00.0030,-00.1010,+10.0670,-00.000264,+00.000119,-00.000308
+078.321,+000.113,+179.335,+0.164,-0.040,-0.868,+00.0120,-00.1040,+10.0410,+00.001602,-00.000991,-00.000101
+078.319,+000.113,+179.337,+0.168,-0.041,-0.866,+00.0170,-00.1350,+10.0590,+00.000146,+00.000134,+00.001381
+078.319,+000.111,+179.336,+0.167,-0.040,-0.863,+00.0300,-00.1220,+10.0430,-00.001254,+00.000998,+00.000317
+078.322,+000.111,+179.337,+0.166,-0.043,-0.866,+00.0140,-00.1190,+10.0340,+00.000453,-00.000583,+00.000194
+078.319,+000.111,+179.336,+0.166,-0.047,-0.863,+00.0170,-00.1190,+10.0610,-00.001201,-00.000858,+00.000298
+078.318,+000.112,+179.336,+0.166,-0.042,-0.870,+00.0150,-00.1180,+10.0640,+00.001235,-00.001300,-00.000459
+078.315,+000.112,+179.337,+0.167,-0.043,-0.865,+00.0100,-00.0990,+10.0600,-00.000938,-00.001031,-00.000344
+078.314,+000.113,+179.338,+0.166,-0.043,-0.866,+00.0300,-00.1440,+10.0800,+00.000740,-00.000119,+00.001220
+078.313,+000.113,+179.337,+0.165,-0.046,-0.866,+00.0320,-00.1340,+10.0850,-00.000877,-00.000029,+00.000030
+078.309,+000.113,+179.338,+0.167,-0.043,-0.867,+00.0150,-00.1070,+10.0480,+00.000760,+00.000875,+00.000305
+078.305,+000.112,+179.337,+0.167,-0.045,-0.869,+00.0040,-00.1230,+10.0620,-00.000293,+00.001786,-00.001110
+078.302,+000.112,+179.336,+0.169,-0.041,-0.866,+00.0290,-00.1280,+10.0450,-00.000757,+00.000434,-00.000341
+078.302,+000.111,+179.336,+0.167,-0.043,-0.863,+00.0110,-00.1160,+10.0590,+00.000392,-00.000086,+00.000069
+078.301,+000.112,+179.335,+0.166,-0.050,-0.867,+00.0190,-00.1230,+10.0540,-00.001404,-00.000194,-00.000718
+078.300,+000.111,+179.334,+0.168,-0.046,-0.866,+00.0210,-00.1200,+10.0440,-00.000049,+00.000239,+00.000386
+078.299,+000.112,+179.335,+0.168,-0.038,-0.870,+00.0130,-00.1070,+10.0220,-00.000710,+00.000003,-00.000282
+078.300,+000.111,+179.334,+0.168,-0.043,-0.866,+00.0240,-00.1080,+10.0500,+00.000653,-00.000311,+00.000892
+078.299,+000.111,+179.335,+0.168,-0.045,-0.864,+00.0260,-00.1190,+10.0230,+00.001983,-00.000529,+00.000328
+078.302,+000.111,+179.336,+0.165,-0.046,-0.866,+00.0140,-00.1110,+10.0880,+00.000438,+00.000750,-00.000722
+078.299,+000.112,+179.336,+0.167,-0.042,-0.867,+00.0040,-00.1060,+10.0890,-00.000134,-00.001552,-00.000586
+078.301,+000.112,+179.338,+0.168,-0.038,-0.866,+00.0210,-00.1070,+10.0240,+00.001654,-00.000660,+00.000688
+078.306,+000.113,+179.339,+0.167,-0.046,-0.859,+00.0000,-00.1040,+10.0690,-00.000631,+00.000439,+00.000339
+078.307,+000.112,+179.338,+0.165,-0.040,-0.866,+00.0220,-00.1320,+10.0300,-00.000765,+00.000566,-00.000835
+078.307,+000.112,+179.338,+0.168,-0.043,-0.863,+00.0380,-00.1350,+10.0590,-00.000077,-00.000206,+00.000249
+078.305,+000.113,+179.337,+0.165,-0.039,-0.868,+00.0310,-00.1020,+10.0400,-00.000621,-00.000068,-00.000258
+078.306,+000.114,+179.337,+0.168,-0.030,-0.869,+00.0060,-00.1230,+10.0510,-00.000785,-00.001705,-00.000193
+078.307,+000.113,+179.336,+0.169,-0.045,-0.867,-00.0040,-00.0990,+10.0430,+00.000169,-00.000279,-00.000163
+078.304,+000.112,+179.335,+0.168,-0.043,-0.866,+00.0310,-00.1030,+10.0630,-00.000008,+00.000360,+00.000675
+078.303,+000.112,+179.335,+0.164,-0.046,-0.868,-00.0020,-00.1120,+10.0550,-00.001160,+00.000293,-00.000540
+078.302,+000.111,+179.334,+0.165,-0.046,-0.870,+00.0160,-00.1390,+10.0590,+00.000866,+00.000701,+00.000984
+078.302,+000.111,+179.334,+0.167,-0.045,-0.860,+00.0120,-00.0940,+10.0700,+00.000048,-00.000268,-00.000522
+078.302,+000.111,+179.334,+0.162,-0.045,-0.872,+00.0170,-00.1130,+10.0880,+00.001173,-00.000722,-00.000657
+078.303,+000.114,+179.333,+0.167,-0.045,-0.867,+00.0200,-00.1050,+10.0090,-00.000984,-00.001019,-00.000746
+078.303,+000.114,+179.333,+0.167,-0.042,-0.865,+00.0230,-00.1130,+10.0840,-00.000598,-00.000778,+00.000357
+078.303,+000.114,+179.333,+0.165,-0.046,-0.874,+00.0260,-00.1010,+10.0610,-00.000842,+00.000796,+00.002673
+078.304,+000.115,+179.333,+0.168,-0.043,-0.877,+00.0190,-00.1080,+10.0750,+00.000484,+00.000195,+00.001825
+078.305,+000.115,+179.333,+0.165,-0.041,-0.863,+00.0060,-00.1110,+10.0530,+00.000364,-00.000276,-00.000018
+078.306,+000.114,+179.334,+0.166,-0.039,-0.867,+00.0090,-00.1100,+10.0290,-00.000509,+00.000980,+00.000933
+078.305,+000.114,+179.334,+0.165,-0.047,-0.866,+00.0090,-00.1130,+10.0660,+00.000116,-00.001004,-00.000760
+078.302,+000.114,+179.334,+0.164,-0.036,-0.869,+00.0210,-00.1230,+10.0710,-00.000448,+00.001212,-00.000521
+078.302,+000.114,+179.334,+0.166,-0.045,-0.869,+00.0060,-00.1300,+10.0730,-00.000593,+00.000509,-00.000021
+078.300,+000.113,+179.334,+0.165,-0.041,-0.863,+00.0060,-00.1300,+10.0620,-00.000445,+00.000161,-00.000026
+078.300,+000.113,+179.334,+0.166,-0.043,-0.865,+00.0280,-00.1170,+10.0890,-00.001451,+00.000324,+00.000430
+078.299,+000.114,+179.334,+0.167,-0.041,-0.866,+00.0140,-00.1100,+10.0270,+00.001016,-00.000364,-00.000263
+078.297,+000.113,+179.333,+0.165,-0.035,-0.868,+00.0070,-00.1300,+10.0670,-00.000271,+00.000651,+00.000366
+078.298,+000.113,+179.333,+0.168,-0.045,-0.863,+00.0270,-00.1170,+10.0590,+00.001223,-00.000971,-00.000080
+078.299,+000.114,+179.334,+0.166,-0.043,-0.867,+00.0410,-00.1190,+10.0670,+00.000045,-00.000587,+00.000377
+078.300,+000.114,+179.333,+0.169,-0.042,-0.863,+00.0340,-00.1220,+10.0610,+00.000537,-00.000276,+00.000132
+078.301,+000.114,+179.333,+0.165,-0.042,-0.866,+00.0290,-00.1080,+10.0600,-00.000271,-00.000230,+00.000192
+078.298,+000.114,+179.333,+0.166,-0.042,-0.867,+00.0040,-00.1230,+10.0470,+00.000066,-00.001209,+00.000554
+078.300,+000.114,+179.334,+0.168,-0.045,-0.869,+00.0410,-00.1150,+10.0590,-00.000552,+00.000521,+00.000246
+078.296,+000.115,+179.334,+0.167,-0.043,-0.862,+00.0180,-00.1050,+10.0670,+00.001227,-00.000651,-00.001081
+078.299,+000.115,+179.334,+0.167,-0.046,-0.866,+00.0180,-00.1010,+10.0880,-00.000646,+00.000630,-00.000036
+078.296,+000.114,+179.334,+0.164,-0.045,-0.862,+00.0210,-00.1320,+10.0750,-00.000146,+00.001076,+00.000016
+078.293,+000.113,+179.334,+0.166,-0.041,-0.867,+00.0280,-00.1370,+10.0630,-00.000039,+00.000618,-00.001491
+078.295,+000.114,+179.334,+0.167,-0.045,-0.865,+00.0300,-00.1410,+10.0530,+00.000812,+00.000387,-00.000180
+078.297,+000.115,+179.333,+0.167,-0.045,-0.866,+00.0080,-00.1090,+10.0190,+00.000076,-00.001065,-00.000816
+078.299,+000.115,+179.333,+0.168,-0.038,-0.869,+00.0040,-00.1070,+10.0450,-00.001168,-00.001043,+00.000318
+078.297,+000.115,+179.333,+0.166,-0.041,-0.872,+00.0240,-00.1290,+10.0550,+00.000989,-00.000857,-00.000722
+078.295,+000.116,+179.333,+0.165,-0.041,-0.865,+00.0310,-00.1350,+10.0820,+00.000495,-00.000017,-00.000416
+078.296,+000.116,+179.332,+0.166,-0.046,-0.874,+00.0310,-00.1060,+10.0620,-00.000747,-00.000488,+00.000233
+078.293,+000.116,+179.332,+0.168,-0.032,-0.866,+00.0220,-00.0980,+10.0340,+00.000206,-00.000515,-00.000464
+078.293,+000.117,+179.333,+0.166,-0.046,-0.866,+00.0120,-00.1320,+10.0660,+00.000747,+00.000501,+00.000655
+078.296,+000.118,+179.333,+0.167,-0.048,-0.862,+00.0490,-00.1270,+10.0500,+00.000839,-00.000975,+00.000529
+078.299,+000.118,+179.333,+0.167,-0.046,-0.865,+00.0480,-00.1190,+10.0700,-00.000700,+00.000619,+00.000545
+078.298,+000.118,+179.333,+0.166,-0.042,-0.867,+00.0230,-00.0960,+10.0820,-00.000336,+00.000724,-00.000659
+078.297,+000.119,+179.333,+0.167,-0.040,-0.867,+00.0340,-00.1140,+10.0350,+00.000495,+00.000117,+00.000357
+078.298,+000.119,+179.332,+0.164,-0.042,-0.866,+00.0120,-00.1050,+10.0560,-00.000099,-00.000387,-00.000576
+078.300,+000.119,+179.332,+0.166,-0.042,-0.866,+00.0320,-00.1100,+10.0750,+00.000681,-00.000119,-00.000867
+078.298,+000.118,+179.332,+0.166,-0.039,-0.866,+00.0130,-00.1000,+10.0530,-00.000159,+00.001332,-00.000040
+078.294,+000.118,+179.332,+0.169,-0.040,-0.869,+00.0310,-00.1050,+10.0590,+00.001076,+00.000338,-00.000469
+078.296,+000.118,+179.333,+0.165,-0.043,-0.868,+00.0310,-00.1320,+10.0390,+00.001149,-00.000914,+00.000293
+078.295,+000.118,+179.332,+0.165,-0.043,-0.868,+00.0260,-00.1360,+10.0580,-00.000333,+00.000342,+00.000264
+078.295,+000.118,+179.332,+0.166,-0.043,-0.862,+00.0020,-00.1230,+10.0680,-00.000396,+00.000556,-00.000629
+078.290,+000.117,+179.332,+0.167,-0.043,-0.863,+00.0240,-00.1080,+10.0500,-00.000047,-00.000181,-00.000640
+078.294,+000.118,+179.333,+0.168,-0.042,-0.866,+00.0140,-00.1090,+10.0500,+00.000029,-00.000852,+00.000650
+078.295,+000.118,+179.332,+0.166,-0.045,-0.863,+00.0110,-00.1340,+10.0720,-00.000014,+00.000873,+00.000872
+078.297,+000.117,+179.332,+0.167,-0.046,-0.863,+00.0170,-00.1330,+10.0710,+00.000040,+00.000072,-00.000218
+078.296,+000.117,+179.332,+0.165,-0.045,-0.875,+00.0280,-00.1270,+10.0120,+00.000127,+00.000545,+00.000323
+078.295,+000.117,+179.332,+0.165,-0.043,-0.868,+00.0130,-00.1050,+10.0780,+00.000142,+00.000192,-00.001091
+078.296,+000.117,+179.333,+0.166,-0.040,-0.866,+00.0340,-00.1150,+10.0340,-00.000056,-00.000794,-00.000400
+078.296,+000.116,+179.334,+0.168,-0.031,-0.865,+00.0140,-00.1120,+10.0400,+00.000267,+00.000909,+00.000435
+078.293,+000.116,+179.334,+0.167,-0.049,-0.867,+00.0160,-00.1180,+10.1050,-00.000161,+00.000502,+00.000975
+078.287,+000.116,+179.333,+0.165,-0.042,-0.866,+00.0100,-00.1270,+10.0450,+00.000197,-00.000256,-00.000447
+078.289,+000.116,+179.332,+0.168,-0.042,-0.867,+00.0260,-00.1230,+10.0650,+00.000242,-00.000342,-00.000150
+078.286,+000.115,+179.332,+0.167,-0.041,-0.869,+00.0210,-00.1020,+10.0560,-00.000552,-00.002031,+00.000838
+078.291,+000.115,+179.333,+0.166,-0.039,-0.869,+00.0320,-00.1020,+10.0460,+00.000451,-00.000133,-00.000788
+078.294,+000.114,+179.332,+0.167,-0.048,-0.867,+00.0330,-00.1350,+10.0670,-00.000081,+00.000685,+00.000404
+078.294,+000.114,+179.333,+0.166,-0.042,-0.870,+00.0170,-00.1230,+10.0580,-00.000120,-00.000631,+00.000441
+078.296,+000.114,+179.333,+0.167,-0.046,-0.865,+00.0360,-00.1280,+10.0350,-00.000511,+00.000212,+00.000159
+078.295,+000.115,+179.331,+0.168,-0.046,-0.862,+00.0190,-00.1130,+10.0400,-00.000047,-00.000113,-00.000724
+078.295,+000.115,+179.332,+0.165,-0.045,-0.870,+00.0150,-00.1080,+10.0050,+00.000287,-00.000638,-00.000315
+078.293,+000.116,+179.331,+0.166,-0.040,-0.866,+00.0120,-00.0990,+10.0910,+00.001462,+00.000218,-00.000160
+078.296,+000.116,+179.331,+0.165,-0.041,-0.861,+00.0110,-00.1140,+10.0740,+00.000746,+00.000282,-00.000603
+078.296,+000.116,+179.331,+0.169,-0.043,-0.867,+00.0060,-00.1180,+10.0370,+00.000311,-00.000229,-00.000905
+078.294,+000.115,+179.332,+0.167,-0.043,-0.862,+00.0180,-00.1040,+10.0650,+00.000674,+00.001664,-00.000491
+078.291,+000.115,+179.332,+0.167,-0.046,-0.865,+00.0180,-00.1300,+10.0670,+00.000646,-00.000523,+00.001243
+078.291,+000.115,+179.331,+0.167,-0.041,-0.865,+00.0010,-00.1050,+10.0620,+00.000101,-00.000241,+00.000558
+078.296,+000.116,+179.331,+0.168,-0.043,-0.867,+00.0280,-00.1440,+10.0480,-00.000174,-00.000462,-00.001700
+078.295,+000.115,+179.329,+0.166,-0.043,-0.865,+00.0300,-00.1040,+10.0750,-00.000421,+00.000568,-00.000774
+078.293,+000.116,+179.329,+0.165,-0.031,-0.868,+00.0310,-00.1090,+10.0640,-00.000572,-00.000808,+00.000123
+078.297,+000.116,+179.330,+0.166,-0.041,-0.866,+00.0070,-00.1270,+10.0640,+00.000043,-00.001436,-00.000381
+078.294,+000.115,+179.329,+0.165,-0.042,-0.865,+00.0350,-00.1510,+10.0350,-00.000395,+00.000775,+00.000566
+078.293,+000.116,+179.328,+0.164,-0.043,-0.855,+00.0020,-00.0920,+10.0660,+00.000536,-00.000151,-00.000398
+078.287,+000.115,+179.328,+0.159,-0.043,-0.853,+00.0160,-00.1220,+10.0800,-00.000523,+00.001313,-00.000206
+078.281,+000.116,+179.328,+0.137,-0.037,-0.857,+00.0190,-00.0890,+10.0560,+00.000254,+00.000302,+00.000327
+078.276,+000.116,+179.329,+0.113,-0.063,-0.853,-00.0020,-00.0780,+10.0660,-00.000168,+00.000308,+00.000949
+078.273,+000.115,+179.328,+0.074,-0.069,-0.843,+00.0580,-00.0940,+10.0720,+00.000322,+00.001093,-00.000081
+078.270,+000.115,+179.328,+0.020,-0.063,-0.793,+00.0950,-00.1080,+10.0390,+00.000893,-00.000548,+00.001238
+078.270,+000.116,+179.328,-0.039,-0.046,-0.790,-00.0130,-00.1570,+10.0500,-00.001616,-00.000304,-00.001008
+078.269,+000.116,+179.329,-0.115,-0.003,-0.726,-00.0370,-00.1010,+10.0910,-00.000125,-00.000306,-00.000176
+078.270,+000.116,+179.329,-0.174,+0.059,-0.696,+00.0340,-00.1190,+10.0420,+00.000020,-00.000126,-00.000803
+078.270,+000.116,+179.329,-0.212,+0.169,-0.670,+00.0090,-00.0520,+10.0740,-00.000004,-00.000891,-00.000964
+078.270,+000.116,+179.330,-0.234,+0.285,-0.637,+00.0300,-00.1380,+10.0900,+00.000785,+00.000284,-00.001016
+078.270,+000.115,+179.330,-0.207,+0.412,-0.623,+00.0360,-00.1120,+10.0640,+00.000134,+00.001503,+00.000782
+078.270,+000.116,+179.330,-0.120,+0.534,-0.648,-00.0320,-00.1000,+10.0590,-00.000862,-00.001121,+00.000270
+078.271,+000.116,+179.330,-0.010,+0.603,-0.683,+00.0320,-00.0480,+10.1000,-00.000092,+00.001422,+00.000330
+078.272,+000.116,+179.330,+0.158,+0.616,-0.779,-00.0050,-00.1130,+10.0910,-00.000632,-00.000033,-00.001328
+078.272,+000.115,+179.330,+0.304,+0.512,-0.870,+00.0510,-00.1050,+10.0580,-00.000619,+00.000846,-00.000196
+078.272,+000.116,+179.330,+0.375,+0.330,-0.915,+00.0120,-00.1150,+10.0580,+00.001067,-00.000399,-00.000766
+078.272,+000.115,+179.330,+0.338,+0.109,-0.932,+00.0250,-00.1100,+10.0820,-00.000349,+00.000017,+00.001198
+078.272,+000.115,+179.331,+0.166,-0.042,-0.866,+00.0050,-00.1110,+10.0630,+00.000284,+00.000008,-00.000327
+078.273,+000.115,+179.331,-0.053,-0.042,-0.779,+00.0320,-00.0860,+10.0520,+00.000653,+00.000338,-00.001032
+078.273,+000.115,+179.331,-0.211,+0.144,-0.664,-00.0340,-00.1570,+10.0140,-00.002105,+00.001107,-00.000980
+078.273,+000.115,+179.330,-0.222,+0.373,-0.622,+00.0000,-00.1370,+10.1090,-00.000829,-00.001527,-00.000792
+078.272,+000.113,+179.330,-0.050,+0.573,-0.681,+00.0280,-00.1260,+10.0460,+00.001317,+00.000258,-00.000139
+078.272,+000.114,+179.330,+0.207,+0.583,-0.809,-00.0100,-00.1150,+10.0970,-00.000324,+00.000156,-00.000056
+078.272,+000.113,+179.331,+0.375,+0.350,-0.924,-00.0030,-00.1500,+10.0850,+00.001095,-00.001164,+00.001706
+078.272,+000.113,+179.331,+0.300,+0.063,-0.927,-00.0040,-00.1400,+10.0650,+00.000622,+00.001722,+00.000702
+078.272,+000.113,+179.330,+0.021,-0.062,-0.799,-00.0280,-00.1620,+10.0410,-00.000361,+00.002338,-00.000018
+078.271,+000.113,+179.331,-0.216,+0.136,-0.663,-00.0040,-00.1190,+10.0730,+00.001372,+00.000141,+00.000995
+078.271,+000.112,+179.331,-0.161,+0.477,-0.640,+00.0590,-00.0860,+10.0700,-00.000782,-00.001217,+00.000749
+078.271,+000.112,+179.330,+0.155,+0.607,-0.768,+00.0620,-00.1440,+10.0660,-00.001360,+00.001160,-00.001043
+078.270,+000.112,+179.329,+0.366,+0.397,-0.910,+00.0170,-00.1130,+10.0610,+00.001401,-00.000582,+00.000659
+078.269,+000.113,+179.331,+0.264,+0.032,-0.909,+00.0070,-00.1290,+10.0610,-00.000211,-00.001541,-00.000387
+078.269,+000.113,+179.331,-0.101,-0.013,-0.740,+00.0470,-00.0840,+10.0590,-00.000705,-00.000658,-00.000470
+078.269,+000.114,+179.331,-0.224,+0.362,-0.629,+00.0520,-00.1180,+10.0820,+00.001027,+00.000078,-00.000123
+078.269,+000.112,+179.332,+0.094,+0.611,-0.749,+00.0480,-00.0790,+10.0310,+00.000864,-00.001951,-00.000188
+078.269,+000.112,+179.332,+0.373,+0.334,-0.918,+00.0490,-00.0790,+10.0750,+00.000246,+00.000293,+00.001080
+078.269,+000.112,+179.332,+0.157,-0.034,-0.868,+00.0120,-00.1090,+10.0590,-00.002209,+00.000844,+00.000323
+078.269,+000.111,+179.331,-0.214,+0.137,-0.664,+00.0100,-00.1350,+10.0510,-00.000594,+00.001129,-00.000401
+078.269,+000.111,+179.331,-0.146,+0.507,-0.635,+00.0180,-00.1070,+10.0340,+00.000349,+00.001035,+00.000844
+078.267,+000.111,+179.330,+0.297,+0.521,-0.854,-00.0930,-00.1160,+10.0090,-00.000772,+00.000850,+00.000805
+078.258,+000.111,+179.332,+0.216,-0.065,-0.978,-01.7210,-00.1930,+10.0790,+00.002904,-00.008000,+00.017918
+078.268,+000.103,+179.329,-0.017,+0.602,-0.683,-01.1520,-02.8440,+09.9470,+00.012920,-00.000879,-00.011801
+078.271,+000.105,+179.328,+0.320,+0.100,-0.934,+01.2010,-02.7780,+10.3540,+00.017485,+00.029763,+00.013246
+078.270,+000.120,+179.333,-0.020,+0.588,-0.678,+01.6830,+01.2640,+10.2100,+00.000882,+00.003097,-00.000171
+078.266,+000.101,+179.327,+0.409,+0.232,-0.979,+00.0610,-01.9790,+10.0600,+00.022132,+00.010451,+00.001003
+078.269,+000.126,+179.330,-0.206,+0.396,-0.641,+00.8820,+01.1390,+10.1160,-00.029065,-00.010590,-00.005967
+078.272,+000.118,+179.340,+0.368,+0.370,-0.899,-00.6640,+02.3790,+09.9920,+00.006383,-00.053805,-00.006996
+078.268,+000.103,+179.329,-0.141,+0.028,-0.727,-01.3550,+00.3310,+09.9950,+00.006768,-00.000028,+00.000002
